# BEGIN PLOT
DrawOnly=/REF/CMS_2016_I1459051/d11-x01-y01 /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d11-x01-y01
Title=Inclusive AK4 jets, $1.5 < |y| < 2.0$
RatioPlotReference=/REF/CMS_2016_I1459051/d11-x01-y01
RatioPlot=1
LogX=1
LogY=1
RatioPlotYMax=2
XLabel=$p_{T}$ [GeV]
YLabel=d$^2\sigma$/d$p_{T}$d$y$ [pb/GeV]
LegendYPos=0.9
Legend=1
RatioPlotYMin=0.1
FullRange=1
# END PLOT

# BEGIN HISTO1D /REF/CMS_2016_I1459051/d11-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/REF/CMS_2016_I1459051/d11-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
1.140000e+02	1.330000e+02	3.709510e+03	6.847865e+02	6.847865e+02
1.330000e+02	1.530000e+02	1.935420e+03	2.866040e+02	2.866040e+02
1.530000e+02	1.740000e+02	1.071854e+03	1.792689e+02	1.792689e+02
1.740000e+02	1.960000e+02	4.951906e+02	9.296393e+01	9.296393e+01
1.960000e+02	2.200000e+02	2.692816e+02	5.510558e+01	5.510558e+01
2.200000e+02	2.450000e+02	1.521635e+02	2.311614e+01	2.311614e+01
2.450000e+02	2.720000e+02	7.733121e+01	1.258380e+01	1.258380e+01
2.720000e+02	3.000000e+02	4.572248e+01	7.682872e+00	7.682872e+00
3.000000e+02	3.300000e+02	2.780038e+01	3.915440e+00	3.915440e+00
3.300000e+02	3.620000e+02	1.610931e+01	2.328569e+00	2.328569e+00
3.620000e+02	3.950000e+02	9.492320e+00	1.401092e+00	1.401092e+00
3.950000e+02	4.300000e+02	5.382967e+00	8.204295e-01	8.204295e-01
4.300000e+02	4.680000e+02	3.101013e+00	4.656466e-01	4.656466e-01
4.680000e+02	5.070000e+02	1.942202e+00	3.007790e-01	3.007790e-01
5.070000e+02	5.480000e+02	1.161551e+00	1.792149e-01	1.792149e-01
5.480000e+02	5.920000e+02	6.578659e-01	1.049280e-01	1.049280e-01
5.920000e+02	6.380000e+02	3.651019e-01	6.008594e-02	6.008594e-02
6.380000e+02	6.860000e+02	2.187385e-01	3.647187e-02	3.647187e-02
6.860000e+02	7.370000e+02	1.337425e-01	2.317806e-02	2.317806e-02
7.370000e+02	7.900000e+02	7.766047e-02	1.373448e-02	1.373448e-02
7.900000e+02	8.460000e+02	4.093636e-02	7.642407e-03	7.642407e-03
8.460000e+02	9.050000e+02	2.392806e-02	4.788946e-03	4.788946e-03
9.050000e+02	9.670000e+02	1.259160e-02	2.784685e-03	2.784685e-03
9.670000e+02	1.032000e+03	6.474560e-03	1.635253e-03	1.635253e-03
1.032000e+03	1.101000e+03	3.936939e-03	1.140156e-03	1.140156e-03
1.101000e+03	1.172000e+03	1.683165e-03	6.500323e-04	6.500323e-04
1.172000e+03	1.248000e+03	7.120324e-04	3.459130e-04	3.459130e-04
# END HISTO1D

# BEGIN HISTO1D /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d11-x01-y01
IsRef=1
LineColor={[HTML]{EE3311}}
LineStyle=solid
Path=/nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d11-x01-y01
ScaledBy=2.0401330901222628e-07
Title=PowhegValidation
XLabel=
YLabel=
# xlow	 xhigh	 val	 errminus	 errplus
1.140000e+02	1.330000e+02	4.363399e+03	2.457954e+01	2.457954e+01
1.330000e+02	1.530000e+02	2.018232e+03	9.655141e+00	9.655141e+00
1.530000e+02	1.740000e+02	1.009955e+03	8.169598e+00	8.169598e+00
1.740000e+02	1.960000e+02	5.234464e+02	2.831911e+00	2.831911e+00
1.960000e+02	2.200000e+02	2.771660e+02	1.565522e+00	1.565522e+00
2.200000e+02	2.450000e+02	1.477739e+02	8.529248e-01	8.529248e-01
2.450000e+02	2.720000e+02	8.224563e+01	4.893459e-01	4.893459e-01
2.720000e+02	3.000000e+02	4.734336e+01	3.771246e-01	3.771246e-01
