# BEGIN PLOT
DrawOnly=/REF/CMS_2016_I1459051/d01-x01-y01 /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d01-x01-y01
Title=Inclusive AK7 jets, $0.0 < |y| < 0.5$
RatioPlotReference=/REF/CMS_2016_I1459051/d01-x01-y01
RatioPlot=1
LogX=1
LogY=1
RatioPlotYMax=2
XLabel=$p_{T}$ [GeV]
YLabel=d$^2\sigma$/d$p_{T}$d$y$ [pb/GeV]
LegendYPos=0.9
Legend=1
RatioPlotYMin=0.1
FullRange=1
# END PLOT

# BEGIN HISTO1D /REF/CMS_2016_I1459051/d01-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/REF/CMS_2016_I1459051/d01-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
1.140000e+02	1.330000e+02	8.189417e+03	9.321203e+02	9.321203e+02
1.330000e+02	1.530000e+02	4.419657e+03	3.795033e+02	3.795033e+02
1.530000e+02	1.740000e+02	2.394082e+03	2.356685e+02	2.356685e+02
1.740000e+02	1.960000e+02	1.230380e+03	1.415349e+02	1.415349e+02
1.960000e+02	2.200000e+02	5.962532e+02	7.646068e+01	7.646068e+01
2.200000e+02	2.450000e+02	3.363686e+02	2.909431e+01	2.909431e+01
2.450000e+02	2.720000e+02	2.081755e+02	1.901679e+01	1.901679e+01
2.720000e+02	3.000000e+02	1.133712e+02	1.048212e+01	1.048212e+01
3.000000e+02	3.300000e+02	6.179289e+01	4.721297e+00	4.721297e+00
3.300000e+02	3.620000e+02	3.693404e+01	2.904638e+00	2.904638e+00
3.620000e+02	3.950000e+02	2.256299e+01	1.822000e+00	1.822000e+00
3.950000e+02	4.300000e+02	1.339611e+01	1.119190e+00	1.119190e+00
4.300000e+02	4.680000e+02	8.533224e+00	6.927613e-01	6.927613e-01
4.680000e+02	5.070000e+02	5.377614e+00	4.518139e-01	4.518139e-01
5.070000e+02	5.480000e+02	3.299870e+00	2.801786e-01	2.801786e-01
5.480000e+02	5.920000e+02	1.977009e+00	1.718774e-01	1.718774e-01
5.920000e+02	6.380000e+02	1.312961e+00	1.174293e-01	1.174293e-01
6.380000e+02	6.860000e+02	8.625319e-01	7.780853e-02	7.780853e-02
6.860000e+02	7.370000e+02	5.488639e-01	5.151809e-02	5.151809e-02
7.370000e+02	7.900000e+02	3.435918e-01	3.292859e-02	3.292859e-02
7.900000e+02	8.460000e+02	2.148947e-01	2.152791e-02	2.152791e-02
8.460000e+02	9.050000e+02	1.341241e-01	1.414349e-02	1.414349e-02
9.050000e+02	9.670000e+02	8.838111e-02	9.843542e-03	9.843542e-03
9.670000e+02	1.032000e+03	5.909044e-02	7.024072e-03	7.024072e-03
1.032000e+03	1.101000e+03	3.577869e-02	4.618039e-03	4.618039e-03
1.101000e+03	1.172000e+03	2.466286e-02	3.431722e-03	3.431722e-03
1.172000e+03	1.248000e+03	1.700107e-02	2.602381e-03	2.602381e-03
1.248000e+03	1.327000e+03	8.466715e-03	1.533562e-03	1.533562e-03
1.327000e+03	1.410000e+03	4.336915e-03	9.870813e-04	9.870813e-04
1.410000e+03	1.497000e+03	2.873000e-03	7.384531e-04	7.384531e-04
1.497000e+03	1.588000e+03	2.554812e-03	7.041408e-04	7.041408e-04
1.588000e+03	1.684000e+03	2.065235e-03	5.895186e-04	5.895186e-04
1.684000e+03	1.784000e+03	1.289849e-03	4.568461e-04	4.568461e-04
1.784000e+03	1.890000e+03	3.854719e-04	2.206452e-04	2.206452e-04
1.890000e+03	2.000000e+03	2.159436e-04	1.324747e-04	1.324747e-04
# END HISTO1D

# BEGIN HISTO1D /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d01-x01-y01
IsRef=1
LineColor={[HTML]{EE3311}}
LineStyle=solid
Path=/nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d01-x01-y01
ScaledBy=2.0401330901222628e-07
Title=PowhegValidation
XLabel=
YLabel=
# xlow	 xhigh	 val	 errminus	 errplus
1.140000e+02	1.330000e+02	9.560689e+03	8.220271e+01	8.220271e+01
1.330000e+02	1.530000e+02	4.371483e+03	1.786004e+01	1.786004e+01
1.530000e+02	1.740000e+02	2.159356e+03	8.435725e+00	8.435725e+00
1.740000e+02	1.960000e+02	1.117522e+03	5.197361e+00	5.197361e+00
1.960000e+02	2.200000e+02	6.106992e+02	1.139717e+01	1.139717e+01
2.200000e+02	2.450000e+02	3.292182e+02	1.367763e+00	1.367763e+00
2.450000e+02	2.720000e+02	1.836967e+02	9.638438e-01	9.638438e-01
2.720000e+02	3.000000e+02	1.049040e+02	7.204434e-01	7.204434e-01
3.000000e+02	3.300000e+02	6.215887e+01	3.628749e-01	3.628749e-01
3.300000e+02	3.620000e+02	3.652166e+01	2.137134e-01	2.137134e-01
3.620000e+02	3.950000e+02	2.133594e+01	1.347677e-01	1.347677e-01
3.950000e+02	4.300000e+02	1.324706e+01	1.466620e-01	1.466620e-01
4.300000e+02	4.680000e+02	7.907221e+00	6.194966e-02	6.194966e-02
4.680000e+02	5.070000e+02	4.931256e+00	5.124571e-02	5.124571e-02
5.070000e+02	5.480000e+02	3.028300e+00	3.225238e-02	3.225238e-02
5.480000e+02	5.920000e+02	1.902173e+00	2.464530e-02	2.464530e-02
5.920000e+02	6.380000e+02	1.238530e+00	1.909838e-02	1.909838e-02
6.380000e+02	6.860000e+02	7.505646e-01	1.324708e-02	1.324708e-02
6.860000e+02	7.370000e+02	4.667824e-01	9.785661e-03	9.785661e-03
7.370000e+02	7.900000e+02	3.009525e-01	7.501544e-03	7.501544e-03
7.900000e+02	8.460000e+02	1.986198e-01	6.087324e-03	6.087324e-03
8.460000e+02	9.050000e+02	1.272664e-01	4.445585e-03	4.445585e-03
9.050000e+02	9.670000e+02	8.887877e-02	3.558584e-03	3.558584e-03
9.670000e+02	1.032000e+03	5.331834e-02	2.673576e-03	2.673576e-03
1.032000e+03	1.101000e+03	4.048686e-02	2.223534e-03	2.223534e-03
1.101000e+03	1.172000e+03	2.101566e-02	1.567558e-03	1.567558e-03
1.172000e+03	1.248000e+03	1.327978e-02	1.192975e-03	1.192975e-03
1.248000e+03	1.327000e+03	1.073405e-02	1.689474e-03	1.689474e-03
1.327000e+03	1.410000e+03	5.903671e-03	7.500401e-04	7.500401e-04
1.410000e+03	1.497000e+03	3.681916e-03	5.750527e-04	5.750527e-04
1.497000e+03	1.588000e+03	1.616934e-03	3.710241e-04	3.710241e-04
1.588000e+03	1.684000e+03	1.522205e-03	3.492448e-04	3.492448e-04
1.684000e+03	1.784000e+03	6.893932e-04	2.298081e-04	2.298081e-04
1.784000e+03	1.890000e+03	3.565764e-04	1.594726e-04	1.594726e-04
1.890000e+03	2.000000e+03	2.722630e-04	1.361345e-04	1.361345e-04
# END HISTO1D

