# BEGIN PLOT
DrawOnly=/REF/CMS_2016_I1459051/d02-x01-y01 /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d02-x01-y01
Title=Inclusive AK7 jets, $0.5 < |y| < 1.0$
RatioPlotReference=/REF/CMS_2016_I1459051/d02-x01-y01
RatioPlot=1
LogX=1
LogY=1
RatioPlotYMax=2
XLabel=$p_{T}$ [GeV]
YLabel=d$^2\sigma$/d$p_{T}$d$y$ [pb/GeV]
LegendYPos=0.9
Legend=1
RatioPlotYMin=0.1
FullRange=1
# END PLOT

# BEGIN HISTO1D /REF/CMS_2016_I1459051/d02-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/REF/CMS_2016_I1459051/d02-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
1.140000e+02	1.330000e+02	8.743649e+03	1.005084e+03	1.005084e+03
1.330000e+02	1.530000e+02	4.041416e+03	3.563952e+02	3.563952e+02
1.530000e+02	1.740000e+02	1.852153e+03	1.948766e+02	1.948766e+02
1.740000e+02	1.960000e+02	9.906291e+02	1.162181e+02	1.162181e+02
1.960000e+02	2.200000e+02	6.004697e+02	7.689599e+01	7.689599e+01
2.200000e+02	2.450000e+02	3.365950e+02	2.960856e+01	2.960856e+01
2.450000e+02	2.720000e+02	1.870092e+02	1.766594e+01	1.766594e+01
2.720000e+02	3.000000e+02	1.021450e+02	9.710969e+00	9.710969e+00
3.000000e+02	3.300000e+02	5.590632e+01	4.443624e+00	4.443624e+00
3.300000e+02	3.620000e+02	3.204626e+01	2.624570e+00	2.624570e+00
3.620000e+02	3.950000e+02	1.941044e+01	1.630918e+00	1.630918e+00
3.950000e+02	4.300000e+02	1.299248e+01	1.121395e+00	1.121395e+00
4.300000e+02	4.680000e+02	8.270603e+00	7.052656e-01	7.052656e-01
4.680000e+02	5.070000e+02	4.831749e+00	4.223558e-01	4.223558e-01
5.070000e+02	5.480000e+02	2.924148e+00	2.576303e-01	2.576303e-01
