# BEGIN PLOT
DrawOnly=/REF/CMS_2016_I1459051/d10-x01-y01 /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d10-x01-y01
Title=Inclusive AK4 jets, $1.0 < |y| < 1.5$
RatioPlotReference=/REF/CMS_2016_I1459051/d10-x01-y01
RatioPlot=1
LogX=1
LogY=1
RatioPlotYMax=2
XLabel=$p_{T}$ [GeV]
YLabel=d$^2\sigma$/d$p_{T}$d$y$ [pb/GeV]
LegendYPos=0.9
Legend=1
RatioPlotYMin=0.1
FullRange=1
# END PLOT

# BEGIN HISTO1D /REF/CMS_2016_I1459051/d10-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/REF/CMS_2016_I1459051/d10-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
1.140000e+02	1.330000e+02	4.653987e+03	7.205772e+02	7.205772e+02
1.330000e+02	1.530000e+02	2.445515e+03	2.695687e+02	2.695687e+02
1.530000e+02	1.740000e+02	1.260362e+03	1.666812e+02	1.666812e+02
1.740000e+02	1.960000e+02	6.118203e+02	8.928204e+01	8.928204e+01
1.960000e+02	2.200000e+02	3.615503e+02	6.199503e+01	6.199503e+01
2.200000e+02	2.450000e+02	2.003162e+02	2.151390e+01	2.151390e+01
2.450000e+02	2.720000e+02	1.089087e+02	1.275462e+01	1.275462e+01
2.720000e+02	3.000000e+02	5.737134e+01	6.731063e+00	6.731063e+00
3.000000e+02	3.300000e+02	3.338283e+01	3.141373e+00	3.141373e+00
3.300000e+02	3.620000e+02	2.179427e+01	2.090882e+00	2.090882e+00
3.620000e+02	3.950000e+02	1.327045e+01	1.306369e+00	1.306369e+00
3.950000e+02	4.300000e+02	7.367883e+00	7.555028e-01	7.555028e-01
4.300000e+02	4.680000e+02	4.460132e+00	4.405146e-01	4.405146e-01
4.680000e+02	5.070000e+02	2.896842e+00	3.084504e-01	3.084504e-01
5.070000e+02	5.480000e+02	1.765874e+00	1.800177e-01	1.800177e-01
5.480000e+02	5.920000e+02	1.115790e+00	1.194575e-01	1.194575e-01
5.920000e+02	6.380000e+02	7.069312e-01	7.882497e-02	7.882497e-02
6.380000e+02	6.860000e+02	4.035860e-01	4.366028e-02	4.366028e-02
6.860000e+02	7.370000e+02	2.383066e-01	2.675139e-02	2.675139e-02
7.370000e+02	7.900000e+02	1.513887e-01	1.752520e-02	1.752520e-02
7.900000e+02	8.460000e+02	9.454945e-02	1.151746e-02	1.151746e-02
8.460000e+02	9.050000e+02	5.514911e-02	7.173956e-03	7.173956e-03
9.050000e+02	9.670000e+02	3.356394e-02	4.732863e-03	4.732863e-03
9.670000e+02	1.032000e+03	2.280692e-02	3.454591e-03	3.454591e-03
1.032000e+03	1.101000e+03	1.637021e-02	2.679955e-03	2.679955e-03
1.101000e+03	1.172000e+03	9.982799e-03	1.837274e-03	1.837274e-03
1.172000e+03	1.248000e+03	5.072365e-03	1.141277e-03	1.141277e-03
1.248000e+03	1.327000e+03	2.470518e-03	7.022411e-04	7.022411e-04
1.327000e+03	1.410000e+03	1.654246e-03	5.398295e-04	5.398295e-04
# END HISTO1D

# BEGIN HISTO1D /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d10-x01-y01
IsRef=1
LineColor={[HTML]{EE3311}}
LineStyle=solid
Path=/nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d10-x01-y01
ScaledBy=2.0401330901222628e-07
Title=PowhegValidation
XLabel=
YLabel=
# xlow	 xhigh	 val	 errminus	 errplus
1.140000e+02	1.330000e+02	5.264474e+03	2.637051e+01	2.637051e+01
1.330000e+02	1.530000e+02	2.470995e+03	1.438508e+01	1.438508e+01
1.530000e+02	1.740000e+02	1.262262e+03	2.616019e+01	2.616019e+01
1.740000e+02	1.960000e+02	6.462536e+02	3.410555e+00	3.410555e+00
1.960000e+02	2.200000e+02	3.483810e+02	1.903840e+00	1.903840e+00
2.200000e+02	2.450000e+02	1.904195e+02	1.092416e+00	1.092416e+00
2.450000e+02	2.720000e+02	1.070953e+02	1.299661e+00	1.299661e+00
2.720000e+02	3.000000e+02	6.125721e+01	5.087298e-01	5.087298e-01
3.000000e+02	3.300000e+02	3.538340e+01	2.079451e-01	2.079451e-01
3.300000e+02	3.620000e+02	2.111695e+01	1.440057e-01	1.440057e-01
3.620000e+02	3.950000e+02	1.222409e+01	9.475712e-02	9.475712e-02
3.950000e+02	4.300000e+02	7.520423e+00	6.632650e-02	6.632650e-02
4.300000e+02	4.680000e+02	4.518092e+00	4.581968e-02	4.581968e-02
4.680000e+02	5.070000e+02	2.695744e+00	3.286167e-02	3.286167e-02
5.070000e+02	5.480000e+02	1.671850e+00	2.365683e-02	2.365683e-02
5.480000e+02	5.920000e+02	1.035576e+00	1.718765e-02	1.718765e-02
5.920000e+02	6.380000e+02	6.354604e-01	1.267850e-02	1.267850e-02
6.380000e+02	6.860000e+02	3.936412e-01	9.718829e-03	9.718829e-03
6.860000e+02	7.370000e+02	2.360953e-01	6.966339e-03	6.966339e-03
7.370000e+02	7.900000e+02	1.489356e-01	5.607349e-03	5.607349e-03
