# BEGIN PLOT
DrawOnly=/REF/CMS_2016_I1459051/d08-x01-y01 /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d08-x01-y01
Title=Inclusive AK4 jets, $0.0 < |y| < 0.5$
RatioPlotReference=/REF/CMS_2016_I1459051/d08-x01-y01
RatioPlot=1
LogX=1
LogY=1
RatioPlotYMax=2
XLabel=$p_{T}$ [GeV]
YLabel=d$^2\sigma$/d$p_{T}$d$y$ [pb/GeV]
LegendYPos=0.9
Legend=1
RatioPlotYMin=0.1
FullRange=1
# END PLOT

# BEGIN HISTO1D /REF/CMS_2016_I1459051/d08-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/REF/CMS_2016_I1459051/d08-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
1.140000e+02	1.330000e+02	5.349333e+03	7.459876e+02	7.459876e+02
1.330000e+02	1.530000e+02	3.064668e+03	2.872695e+02	2.872695e+02
1.530000e+02	1.740000e+02	1.777823e+03	1.964067e+02	1.964067e+02
1.740000e+02	1.960000e+02	8.519472e+02	1.120843e+02	1.120843e+02
1.960000e+02	2.200000e+02	4.261803e+02	6.184187e+01	6.184187e+01
2.200000e+02	2.450000e+02	2.535485e+02	2.325514e+01	2.325514e+01
2.450000e+02	2.720000e+02	1.485225e+02	1.447419e+01	1.447419e+01
2.720000e+02	3.000000e+02	8.111851e+01	8.068457e+00	8.068457e+00
3.000000e+02	3.300000e+02	4.570495e+01	3.572737e+00	3.572737e+00
3.300000e+02	3.620000e+02	2.864304e+01	2.298171e+00	2.298171e+00
3.620000e+02	3.950000e+02	1.707655e+01	1.409458e+00	1.409458e+00
3.950000e+02	4.300000e+02	9.797789e+00	8.411060e-01	8.411060e-01
4.300000e+02	4.680000e+02	6.292110e+00	5.167736e-01	5.167736e-01
4.680000e+02	5.070000e+02	4.132791e+00	3.509635e-01	3.509635e-01
5.070000e+02	5.480000e+02	2.593749e+00	2.220893e-01	2.220893e-01
5.480000e+02	5.920000e+02	1.598369e+00	1.408139e-01	1.408139e-01
5.920000e+02	6.380000e+02	1.041591e+00	9.531299e-02	9.531299e-02
6.380000e+02	6.860000e+02	6.574779e-01	5.977806e-02	5.977806e-02
6.860000e+02	7.370000e+02	4.126620e-01	3.892076e-02	3.892076e-02
7.370000e+02	7.900000e+02	2.645759e-01	2.562189e-02	2.562189e-02
7.900000e+02	8.460000e+02	1.691189e-01	1.714684e-02	1.714684e-02
8.460000e+02	9.050000e+02	1.092561e-01	1.167958e-02	1.167958e-02
9.050000e+02	9.670000e+02	6.994366e-02	7.972677e-03	7.972677e-03
9.670000e+02	1.032000e+03	4.392855e-02	5.394731e-03	5.394731e-03
1.032000e+03	1.101000e+03	2.803895e-02	3.768607e-03	3.768607e-03
1.101000e+03	1.172000e+03	1.960086e-02	2.830236e-03	2.830236e-03
1.172000e+03	1.248000e+03	1.357665e-02	2.181339e-03	2.181339e-03
1.248000e+03	1.327000e+03	6.816121e-03	1.304976e-03	1.304976e-03
1.327000e+03	1.410000e+03	3.414207e-03	8.395095e-04	8.395095e-04
1.410000e+03	1.497000e+03	2.255163e-03	6.273120e-04	6.273120e-04
1.497000e+03	1.588000e+03	2.078894e-03	6.164632e-04	6.164632e-04
1.588000e+03	1.684000e+03	1.769146e-03	5.297189e-04	5.297189e-04
1.684000e+03	1.784000e+03	1.111309e-03	4.187156e-04	4.187156e-04
1.784000e+03	1.890000e+03	4.202761e-04	2.226260e-04	2.226260e-04
1.890000e+03	2.000000e+03	1.888823e-04	1.521694e-04	1.521694e-04
# END HISTO1D

# BEGIN HISTO1D /nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d08-x01-y01
IsRef=1
LineColor={[HTML]{EE3311}}
LineStyle=solid
Path=/nfs/dust/cms/user/gunnep/Professor/CMSSW_8_1_0_pre6/src/PatrickBJets/PowhegValidation.yoda/CMS_2016_I1459051/d08-x01-y01
ScaledBy=2.0401330901222628e-07
Title=PowhegValidation
XLabel=
YLabel=
# xlow	 xhigh	 val	 errminus	 errplus
1.140000e+02	1.330000e+02	6.333247e+03	4.764873e+01	4.764873e+01
1.330000e+02	1.530000e+02	2.989521e+03	1.283508e+01	1.283508e+01
1.530000e+02	1.740000e+02	1.503962e+03	6.242096e+00	6.242096e+00
1.740000e+02	1.960000e+02	7.912723e+02	3.783377e+00	3.783377e+00
1.960000e+02	2.200000e+02	4.412746e+02	1.126434e+01	1.126434e+01
2.200000e+02	2.450000e+02	2.391424e+02	1.047049e+00	1.047049e+00
2.450000e+02	2.720000e+02	1.349527e+02	8.460774e-01	8.460774e-01
2.720000e+02	3.000000e+02	7.809886e+01	6.649544e-01	6.649544e-01
3.000000e+02	3.300000e+02	4.677160e+01	3.243096e-01	3.243096e-01
3.300000e+02	3.620000e+02	2.747008e+01	1.765143e-01	1.765143e-01
3.620000e+02	3.950000e+02	1.636659e+01	1.500760e-01	1.500760e-01
3.950000e+02	4.300000e+02	1.001537e+01	1.043388e-01	1.043388e-01
4.300000e+02	4.680000e+02	6.142389e+00	5.348454e-02	5.348454e-02
4.680000e+02	5.070000e+02	3.793662e+00	4.554434e-02	4.554434e-02
5.070000e+02	5.480000e+02	2.359887e+00	2.802132e-02	2.802132e-02
5.480000e+02	5.920000e+02	1.509825e+00	2.300435e-02	2.300435e-02
5.920000e+02	6.380000e+02	9.520713e-01	1.553797e-02	1.553797e-02
6.380000e+02	6.860000e+02	5.946792e-01	1.163173e-02	1.163173e-02
6.860000e+02	7.370000e+02	3.690227e-01	8.597870e-03	8.597870e-03
7.370000e+02	7.900000e+02	2.479296e-01	6.755189e-03	6.755189e-03
7.900000e+02	8.460000e+02	1.609437e-01	5.499679e-03	5.499679e-03
8.460000e+02	9.050000e+02	1.094528e-01	4.101625e-03	4.101625e-03
9.050000e+02	9.670000e+02	7.159868e-02	3.183323e-03	3.183323e-03
9.670000e+02	1.032000e+03	4.573514e-02	2.469895e-03	2.469895e-03
1.032000e+03	1.101000e+03	3.198054e-02	1.973647e-03	1.973647e-03
1.101000e+03	1.172000e+03	1.862927e-02	1.468659e-03	1.468659e-03
1.172000e+03	1.248000e+03	1.047475e-02	1.058507e-03	1.058507e-03
1.248000e+03	1.327000e+03	8.361868e-03	1.615418e-03	1.615418e-03
1.327000e+03	1.410000e+03	4.645076e-03	6.636658e-04	6.636658e-04
1.410000e+03	1.497000e+03	3.142608e-03	5.312283e-04	5.312283e-04
1.497000e+03	1.588000e+03	1.111770e-03	3.084428e-04	3.084428e-04
1.588000e+03	1.684000e+03	1.357776e-03	3.293144e-04	3.293144e-04
1.684000e+03	1.784000e+03	6.104593e-04	2.158410e-04	2.158410e-04
1.784000e+03	1.890000e+03	3.559863e-04	1.592074e-04	1.592074e-04
1.890000e+03	2.000000e+03	2.705445e-04	1.352739e-04	1.352739e-04
# END HISTO1D

